time,valve_position,cement_weight,sand_available,water_level,sand_moisture
1297.65,0,371,False,167.56,4.51
1297.7,0,371,False,167.56,4.51
1297.75,0,371,False,167.56,4.51
1297.8,0,371,False,167.56,4.51
1297.85,0,371,False,167.55,4.51
1297.9,0,371,False,167.55,4.51
1297.95,0,371,False,167.55,4.51
1298.0,0.0,371,True,167.55,4.51
1298.05,1.25,371,True,167.55,4.51
1298.1,2.5,371,True,167.55,4.51
1298.15,3.75,371,True,167.55,4.51
1298.2,5.0,371,True,167.54,4.51
1298.25,6.25,371,True,167.54,4.51
1298.3,7.5,371,True,167.54,4.51
1298.35,8.75,371,True,167.54,4.51
1298.4,10.0,371,True,167.54,4.51
1298.45,11.25,371,True,167.54,4.51
1298.5,12.5,371,True,167.54,4.51
1298.55,13.75,371,True,167.54,4.51
1298.6,15.0,371,True,167.53,4.52
1298.65,16.25,371,True,167.53,4.52
1298.7,17.5,371,True,167.53,4.52
1298.75,18.75,371,True,167.53,4.52
1298.8,20.0,371,True,167.53,4.52
1298.85,21.25,371,True,167.53,4.52
1298.9,22.5,371,True,167.53,4.52
1298.95,23.75,371,True,167.53,4.52
1299.0,25.0,371,True,167.53,4.52
1299.05,26.25,371,True,167.52,4.52
1299.1,27.5,371,True,167.52,4.52
1299.15,28.75,371,True,167.52,4.52
1299.2,30.0,371,True,167.52,4.52
1299.25,31.25,371,True,167.52,4.52
1299.3,32.5,371,True,167.52,4.52
1299.35,33.75,371,True,167.52,4.52
1299.4,35.0,371,True,167.51,4.52
1299.45,36.25,371,True,167.51,4.52
1299.5,37.5,371,True,167.51,4.52
1299.55,38.75,371,True,167.51,4.52
1299.6,40.0,371,True,167.51,4.52
1299.65,41.25,371,True,167.51,4.52
1299.7,42.5,371,True,167.51,4.52
1299.75,43.75,371,True,167.51,4.52
1299.8,45.0,371,True,167.5,4.52
1299.85,46.25,371,True,167.5,4.52
1299.9,47.5,371,True,167.5,4.52
1299.95,48.75,371,True,167.5,4.52
1300.0,50.0,371,True,167.5,4.52
1300.05,51.25,371,True,167.5,4.52
1300.1,52.5,371,True,167.5,4.52
1300.15,53.75,371,True,167.5,4.52
1300.2,55.0,371,True,167.5,4.52
1300.25,56.25,371,True,167.49,4.52
1300.3,57.5,371,True,167.49,4.52
1300.35,58.75,371,True,167.49,4.52
1300.4,60.0,371,True,167.49,4.52
1300.45,61.25,371,True,167.49,4.52
1300.5,62.5,371,True,167.49,4.52
1300.55,63.75,371,True,167.49,4.52
1300.6,65.0,371,True,167.49,4.52
1300.65,66.25,371,True,167.48,4.52
1300.7,67.5,371,True,167.48,4.52
1300.75,68.75,371,True,167.48,4.52
1300.8,70.0,371,True,167.48,4.52
1300.85,71.25,371,True,167.48,4.52
1300.9,72.5,371,True,167.48,4.52
1300.95,73.75,371,True,167.48,4.52
1301.0,75.0,371,True,167.47,4.52
1301.05,76.25,371,True,167.47,4.52
1301.1,77.5,371,True,167.47,4.52
1301.15,78.75,371,True,167.47,4.52
1301.2,80.0,371,True,167.47,4.52
1301.25,81.25,371,True,167.47,4.52
1301.3,82.5,371,True,167.47,4.52
1301.35,83.75,371,True,167.47,4.52
1301.4,85.0,371,True,167.47,4.52
1301.45,86.25,371,True,167.46,4.52
1301.5,87.5,371,True,167.46,4.52
1301.55,88.75,371,True,167.46,4.52
1301.6,90.0,371,True,167.46,4.52
1301.65,91.25,371,True,167.46,4.52
1301.7,92.5,371,True,167.46,4.52
1301.75,93.75,371,True,167.46,4.52
1301.8,95.0,371,True,167.45,4.52
1301.85,96.25,371,True,167.45,4.52
1301.9,97.5,371,True,167.45,4.52
1301.95,98.75,371,True,167.45,4.52
1302.0,0,376,False,167.45,4.52
1302.05,0,376,False,167.45,4.52
1302.1,0,376,False,167.45,4.52
1302.15,0,376,False,167.45,4.52
1302.2,0,376,False,167.44,4.52
1302.25,0,376,False,167.44,4.52
1302.3,0,376,False,167.44,4.52
1302.35,0,376,False,167.44,4.52
1302.4,0,376,False,167.44,4.52
1302.45,0,376,False,167.44,4.52
1302.5,0,376,False,167.44,4.52
1302.55,0,376,False,167.44,4.52
1302.6,0,376,False,167.44,4.52
1302.65,0,376,False,167.43,4.52
1302.7,0,376,False,167.43,4.52
1302.75,0,376,False,167.43,4.52
1302.8,0,376,False,167.43,4.52
1302.85,0,376,False,167.43,4.52
1302.9,0,376,False,167.43,4.52
1302.95,0,376,False,167.43,4.52
1303.0,0,376,False,167.43,4.52
1303.05,0,376,False,167.42,4.52
1303.1,0,376,False,167.42,4.52
1303.15,0,376,False,167.42,4.52
1303.2,0,376,False,167.42,4.52
1303.25,0,376,False,167.42,4.52
1303.3,0,376,False,167.42,4.52
1303.35,0,376,False,167.42,4.52
1303.4,0,376,False,167.41,4.52
1303.45,0,376,False,167.41,4.52
1303.5,0,376,False,167.41,4.52
1303.55,0,376,False,167.41,4.52
1303.6,0,376,False,167.41,4.52
1303.65,0,376,False,167.41,4.52
1303.7,0,376,False,167.41,4.52
1303.75,0,376,False,167.41,4.52
1303.8,0,376,False,167.41,4.52
1303.85,0,376,False,167.4,4.52
1303.9,0,376,False,167.4,4.52
1303.95,0,376,False,167.4,4.52
1304.0,0.0,376,True,167.4,4.52
1304.05,1.25,376,True,167.4,4.52
1304.1,2.5,376,True,167.4,4.52
1304.15,3.75,376,True,167.4,4.52
1304.2,5.0,376,True,167.39,4.52
1304.25,6.25,376,True,167.39,4.52
1304.3,7.5,376,True,167.39,4.52
1304.35,8.75,376,True,167.39,4.52
1304.4,10.0,376,True,167.39,4.52
1304.45,11.25,376,True,167.39,4.52
1304.5,12.5,376,True,167.39,4.52
1304.55,13.75,376,True,167.39,4.52
1304.6,15.0,376,True,167.38,4.52
1304.65,16.25,376,True,167.38,4.52
1304.7,17.5,376,True,167.38,4.52
1304.75,18.75,376,True,167.38,4.52
1304.8,20.0,376,True,167.38,4.52
1304.85,21.25,376,True,167.38,4.52
1304.9,22.5,376,True,167.38,4.52
1304.95,23.75,376,True,167.38,4.52
1305.0,25.0,376,True,167.38,4.52
1305.05,26.25,376,True,167.37,4.52
1305.1,27.5,376,True,167.37,4.52
1305.15,28.75,376,True,167.37,4.52
1305.2,30.0,376,True,167.37,4.52
1305.25,31.25,376,True,167.37,4.52
1305.3,32.5,376,True,167.37,4.52
1305.35,33.75,376,True,167.37,4.52
1305.4,35.0,376,True,167.37,4.52
1305.45,36.25,376,True,167.36,4.52
1305.5,37.5,376,True,167.36,4.52
1305.55,38.75,376,True,167.36,4.52
1305.6,40.0,376,True,167.36,4.52
1305.65,41.25,376,True,167.36,4.52
1305.7,42.5,376,True,167.36,4.52
1305.75,43.75,376,True,167.36,4.52
1305.8,45.0,376,True,167.35,4.52
1305.85,46.25,376,True,167.35,4.52
1305.9,47.5,376,True,167.35,4.52
1305.95,48.75,376,True,167.35,4.52
1306.0,50.0,376,True,167.35,4.52
1306.05,51.25,376,True,167.35,4.52
1306.1,52.5,376,True,167.35,4.52
1306.15,53.75,376,True,167.35,4.52
1306.2,55.0,376,True,167.34,4.52
1306.25,56.25,376,True,167.34,4.52
1306.3,57.5,376,True,167.34,4.52
1306.35,58.75,376,True,167.34,4.52
1306.4,60.0,376,True,167.34,4.52
1306.45,61.25,376,True,167.34,4.52
1306.5,62.5,376,True,167.34,4.52
1306.55,63.75,376,True,167.34,4.52
1306.6,65.0,376,True,167.34,4.52
1306.65,66.25,376,True,167.33,4.52
1306.7,67.5,376,True,167.33,4.52
1306.75,68.75,376,True,167.33,4.52
1306.8,70.0,376,True,167.33,4.52
1306.85,71.25,376,True,167.33,4.52
1306.9,72.5,376,True,167.33,4.52
1306.95,73.75,376,True,167.33,4.52
1307.0,75.0,376,True,167.32,4.52
1307.05,76.25,376,True,167.32,4.52
1307.1,77.5,376,True,167.32,4.52
1307.15,78.75,376,True,167.32,4.53
1307.2,80.0,376,True,167.32,4.53
1307.25,81.25,376,True,167.32,4.53
1307.3,82.5,376,True,167.32,4.53
1307.35,83.75,376,True,167.32,4.53
1307.4,85.0,376,True,167.31,4.53
1307.45,86.25,376,True,167.31,4.53
1307.5,87.5,376,True,167.31,4.53
1307.55,88.75,376,True,167.31,4.53
1307.6,90.0,376,True,167.31,4.53
1307.65,91.25,376,True,167.31,4.53
1307.7,92.5,376,True,167.31,4.53
1307.75,93.75,376,True,167.31,4.53
1307.8,95.0,376,True,167.31,4.53
1307.85,96.25,376,True,167.3,4.53
1307.9,97.5,376,True,167.3,4.53
1307.95,98.75,376,True,167.3,4.53
1308.0,0,371,False,167.3,4.53
1308.05,0,371,False,167.3,4.53
1308.1,0,371,False,167.3,4.53
1308.15,0,371,False,167.3,4.53
1308.2,0,371,False,167.3,4.53
1308.25,0,371,False,167.29,4.53
1308.3,0,371,False,167.29,4.53
1308.35,0,371,False,167.29,4.53
1308.4,0,371,False,167.29,4.53
1308.45,0,371,False,167.29,4.53
1308.5,0,371,False,167.29,4.53
1308.55,0,371,False,167.29,4.53
1308.6,0,371,False,167.28,4.53
1308.65,0,371,False,167.28,4.53
1308.7,0,371,False,167.28,4.53
1308.75,0,371,False,167.28,4.53
1308.8,0,371,False,167.28,4.53
1308.85,0,371,False,167.28,4.53
1308.9,0,371,False,167.28,4.53
1308.95,0,371,False,167.28,4.53
1309.0,0,371,False,167.28,4.53
1309.05,0,371,False,167.27,4.53
1309.1,0,371,False,167.27,4.53
1309.15,0,371,False,167.27,4.53
1309.2,0,371,False,167.27,4.53
1309.25,0,371,False,167.27,4.53
1309.3,0,371,False,167.27,4.53
1309.35,0,371,False,167.27,4.53
1309.4,0,371,False,167.26,4.53
1309.45,0,371,False,167.26,4.53
1309.5,0,371,False,167.26,4.53
1309.55,0,371,False,167.26,4.53
1309.6,0,371,False,167.26,4.53
1309.65,0,371,False,167.26,4.53
1309.7,0,371,False,167.26,4.53
1309.75,0,371,False,167.26,4.53
1309.8,0,371,False,167.25,4.53
1309.85,0,371,False,167.25,4.53
1309.9,0,371,False,167.25,4.53
1309.95,0,371,False,167.25,4.53
1310.0,0.0,371,True,167.25,4.53
1310.05,1.25,371,True,167.25,4.53
1310.1,2.5,371,True,167.25,4.53
1310.15,3.75,371,True,167.25,4.53
1310.2,5.0,371,True,167.25,4.53
1310.25,6.25,371,True,167.24,4.53
1310.3,7.5,371,True,167.24,4.53
1310.35,8.75,371,True,167.24,4.53
1310.4,10.0,371,True,167.24,4.53
1310.45,11.25,371,True,167.24,4.53
1310.5,12.5,371,True,167.24,4.53
1310.55,13.75,371,True,167.24,4.53
1310.6,15.0,371,True,167.24,4.53
1310.65,16.25,371,True,167.23,4.53
1310.7,17.5,371,True,167.23,4.53
1310.75,18.75,371,True,167.23,4.53
1310.8,20.0,371,True,167.23,4.53
1310.85,21.25,371,True,167.23,4.53
1310.9,22.5,371,True,167.23,4.53
1310.95,23.75,371,True,167.23,4.53
1311.0,25.0,371,True,167.22,4.53
1311.05,26.25,371,True,167.22,4.53
1311.1,27.5,371,True,167.22,4.53
1311.15,28.75,371,True,167.22,4.53
1311.2,30.0,371,True,167.22,4.53
1311.25,31.25,371,True,167.22,4.53
1311.3,32.5,371,True,167.22,4.53
1311.35,33.75,371,True,167.22,4.53
1311.4,35.0,371,True,167.22,4.53
1311.45,36.25,371,True,167.21,4.53
1311.5,37.5,371,True,167.21,4.53
1311.55,38.75,371,True,167.21,4.53
1311.6,40.0,371,True,167.21,4.53
1311.65,41.25,371,True,167.21,4.53
1311.7,42.5,371,True,167.21,4.53
1311.75,43.75,371,True,167.21,4.53
1311.8,45.0,371,True,167.2,4.53
1311.85,46.25,371,True,167.2,4.53
1311.9,47.5,371,True,167.2,4.53
1311.95,48.75,371,True,167.2,4.53
1312.0,50.0,371,True,167.2,4.53
1312.05,51.25,371,True,167.2,4.53
1312.1,52.5,371,True,167.2,4.53
1312.15,53.75,371,True,167.2,4.53
1312.2,55.0,371,True,167.19,4.53
1312.25,56.25,371,True,167.19,4.53
1312.3,57.5,371,True,167.19,4.53
1312.35,58.75,371,True,167.19,4.53
1312.4,60.0,371,True,167.19,4.53
1312.45,61.25,371,True,167.19,4.53
1312.5,62.5,371,True,167.19,4.53
1312.55,63.75,371,True,167.19,4.53
1312.6,65.0,371,True,167.19,4.53
1312.65,66.25,371,True,167.18,4.53
1312.7,67.5,371,True,167.18,4.53
1312.75,68.75,371,True,167.18,4.53
1312.8,70.0,371,True,167.18,4.53
1312.85,71.25,371,True,167.18,4.53
1312.9,72.5,371,True,167.18,4.53
1312.95,73.75,371,True,167.18,4.53
1313.0,75.0,371,True,167.18,4.53
1313.05,76.25,371,True,167.17,4.53
1313.1,77.5,371,True,167.17,4.53
1313.15,78.75,371,True,167.17,4.53
1313.2,80.0,371,True,167.17,4.53
1313.25,81.25,371,True,167.17,4.53
1313.3,82.5,371,True,167.17,4.53
1313.35,83.75,371,True,167.17,4.53
1313.4,85.0,371,True,167.16,4.53
1313.45,86.25,371,True,167.16,4.53
1313.5,87.5,371,True,167.16,4.53
1313.55,88.75,371,True,167.16,4.53
1313.6,90.0,371,True,167.16,4.53
1313.65,91.25,371,True,167.16,4.53
1313.7,92.5,371,True,167.16,4.53
1313.75,93.75,371,True,167.16,4.53
1313.8,95.0,371,True,167.16,4.53
1313.85,96.25,371,True,167.15,4.53
1313.9,97.5,371,True,167.15,4.53
1313.95,98.75,371,True,167.15,4.53
1314.0,0,373,False,167.15,4.53
1314.05,0,373,False,167.15,4.53
1314.1,0,373,False,167.15,4.53
1314.15,0,373,False,167.15,4.53
1314.2,0,373,False,167.15,4.53
1314.25,0,373,False,167.14,4.53
1314.3,0,373,False,167.14,4.53
1314.35,0,373,False,167.14,4.53
1314.4,0,373,False,167.14,4.53
1314.45,0,373,False,167.14,4.53
1314.5,0,373,False,167.14,4.53
1314.55,0,373,False,167.14,4.53
1314.6,0,373,False,167.13,4.53
1314.65,0,373,False,167.13,4.53
1314.7,0,373,False,167.13,4.53
1314.75,0,373,False,167.13,4.53
1314.8,0,373,False,167.13,4.53
1314.85,0,373,False,167.13,4.53
1314.9,0,373,False,167.13,4.53
1314.95,0,373,False,167.13,4.53
1315.0,0,373,False,167.12,4.53
1315.05,0,373,False,167.12,4.53
1315.1,0,373,False,167.12,4.53
1315.15,0,373,False,167.12,4.53
1315.2,0,373,False,167.12,4.53
1315.25,0,373,False,167.12,4.53
1315.3,0,373,False,167.12,4.53
1315.35,0,373,False,167.12,4.53
1315.4,0,373,False,167.12,4.53
1315.45,0,373,False,167.11,4.53
1315.5,0,373,False,167.11,4.53
1315.55,0,373,False,167.11,4.53
1315.6,0,373,False,167.11,4.53
1315.65,0,373,False,167.11,4.53
1315.7,0,373,False,167.11,4.53
1315.75,0,373,False,167.11,4.54
1315.8,0,373,False,167.11,4.54
1315.85,0,373,False,167.1,4.54
1315.9,0,373,False,167.1,4.54
1315.95,0,373,False,167.1,4.54
1316.0,0.0,373,True,167.1,4.54
1316.05,1.25,373,True,167.1,4.54
1316.1,2.5,373,True,167.1,4.54
1316.15,3.75,373,True,167.1,4.54
1316.2,5.0,373,True,167.09,4.54
1316.25,6.25,373,True,167.09,4.54
1316.3,7.5,373,True,167.09,4.54
1316.35,8.75,373,True,167.09,4.54
1316.4,10.0,373,True,167.09,4.54
1316.45,11.25,373,True,167.09,4.54
1316.5,12.5,373,True,167.09,4.54
1316.55,13.75,373,True,167.09,4.54
1316.6,15.0,373,True,167.09,4.54
1316.65,16.25,373,True,167.08,4.54
1316.7,17.5,373,True,167.08,4.54
1316.75,18.75,373,True,167.08,4.54
1316.8,20.0,373,True,167.08,4.54
1316.85,21.25,373,True,167.08,4.54
1316.9,22.5,373,True,167.08,4.54
1316.95,23.75,373,True,167.08,4.54
1317.0,25.0,373,True,167.07,4.54
1317.05,26.25,373,True,167.07,4.54
1317.1,27.5,373,True,167.07,4.54
1317.15,28.75,373,True,167.07,4.54
1317.2,30.0,373,True,167.07,4.54
1317.25,31.25,373,True,167.07,4.54
1317.3,32.5,373,True,167.07,4.54
1317.35,33.75,373,True,167.07,4.54
1317.4,35.0,373,True,167.06,4.54
1317.45,36.25,373,True,167.06,4.54
1317.5,37.5,373,True,167.06,4.54
1317.55,38.75,373,True,167.06,4.54
1317.6,40.0,373,True,167.06,4.54
1317.65,41.25,373,True,167.06,4.54
1317.7,42.5,373,True,167.06,4.54
1317.75,43.75,373,True,167.06,4.54
1317.8,45.0,373,True,167.06,4.54
1317.85,46.25,373,True,167.05,4.54
1317.9,47.5,373,True,167.05,4.54
1317.95,48.75,373,True,167.05,4.54
1318.0,50.0,373,True,167.05,4.54
1318.05,51.25,373,True,167.05,4.54
1318.1,52.5,373,True,167.05,4.54
1318.15,53.75,373,True,167.05,4.54
1318.2,55.0,373,True,167.05,4.54
1318.25,56.25,373,True,167.04,4.54
1318.3,57.5,373,True,167.04,4.54
1318.35,58.75,373,True,167.04,4.54
1318.4,60.0,373,True,167.04,4.54
1318.45,61.25,373,True,167.04,4.54
1318.5,62.5,373,True,167.04,4.54
1318.55,63.75,373,True,167.04,4.54
1318.6,65.0,373,True,167.03,4.54
1318.65,66.25,373,True,167.03,4.54
1318.7,67.5,373,True,167.03,4.54
1318.75,68.75,373,True,167.03,4.54
1318.8,70.0,373,True,167.03,4.54
1318.85,71.25,373,True,167.03,4.54
1318.9,72.5,373,True,167.03,4.54
1318.95,73.75,373,True,167.03,4.54
1319.0,75.0,373,True,167.03,4.54
1319.05,76.25,373,True,167.02,4.54
1319.1,77.5,373,True,167.02,4.54
1319.15,78.75,373,True,167.02,4.54
1319.2,80.0,373,True,167.02,4.54
1319.25,81.25,373,True,167.02,4.54
1319.3,82.5,373,True,167.02,4.54
1319.35,83.75,373,True,167.02,4.54
1319.4,85.0,373,True,167.01,4.54
1319.45,86.25,373,True,167.01,4.54
1319.5,87.5,373,True,167.01,4.54
1319.55,88.75,373,True,167.01,4.54
1319.6,90.0,373,True,167.01,4.54
1319.65,91.25,373,True,167.01,4.54
1319.7,92.5,373,True,167.01,4.54
1319.75,93.75,373,True,167.01,4.54
1319.8,95.0,373,True,167.0,4.54
1319.85,96.25,373,True,167.0,4.54
1319.9,97.5,373,True,167.0,4.54
1319.95,98.75,373,True,167.0,4.54
1320.0,0,373,False,167.0,4.54
1320.05,0,373,False,167.0,4.54
1320.1,0,373,False,167.0,4.54
1320.15,0,373,False,167.0,4.54
1320.2,0,373,False,167.0,4.54
1320.25,0,373,False,166.99,4.54
1320.3,0,373,False,166.99,4.54
1320.35,0,373,False,166.99,4.54
1320.4,0,373,False,166.99,4.54
1320.45,0,373,False,166.99,4.54
1320.5,0,373,False,166.99,4.54
1320.55,0,373,False,166.99,4.54
1320.6,0,373,False,166.99,4.54
1320.65,0,373,False,166.98,4.54
1320.7,0,373,False,166.98,4.54
1320.75,0,373,False,166.98,4.54
1320.8,0,373,False,166.98,4.54
1320.85,0,373,False,166.98,4.54
1320.9,0,373,False,166.98,4.54
1320.95,0,373,False,166.98,4.54
1321.0,0,373,False,166.97,4.54
1321.05,0,373,False,166.97,4.54
1321.1,0,373,False,166.97,4.54
1321.15,0,373,False,166.97,4.54
1321.2,0,373,False,166.97,4.54
1321.25,0,373,False,166.97,4.54
1321.3,0,373,False,166.97,4.54
1321.35,0,373,False,166.97,4.54
1321.4,0,373,False,166.97,4.54
1321.45,0,373,False,166.96,4.54
1321.5,0,373,False,166.96,4.54
1321.55,0,373,False,166.96,4.54
1321.6,0,373,False,166.96,4.54
1321.65,0,373,False,166.96,4.54
1321.7,0,373,False,166.96,4.54
1321.75,0,373,False,166.96,4.54
1321.8,0,373,False,166.95,4.54
1321.85,0,373,False,166.95,4.54
1321.9,0,373,False,166.95,4.54
1321.95,0,373,False,166.95,4.54
1322.0,0.0,373,True,166.95,4.54
1322.05,1.25,373,True,166.95,4.54
1322.1,2.5,373,True,166.95,4.54
1322.15,3.75,373,True,166.95,4.54
1322.2,5.0,373,True,166.94,4.54
1322.25,6.25,373,True,166.94,4.54
1322.3,7.5,373,True,166.94,4.54
1322.35,8.75,373,True,166.94,4.54
1322.4,10.0,373,True,166.94,4.54
1322.45,11.25,373,True,166.94,4.54
1322.5,12.5,373,True,166.94,4.54
1322.55,13.75,373,True,166.94,4.54
1322.6,15.0,373,True,166.94,4.54
1322.65,16.25,373,True,166.93,4.54
1322.7,17.5,373,True,166.93,4.54
1322.75,18.75,373,True,166.93,4.54
1322.8,20.0,373,True,166.93,4.54
1322.85,21.25,373,True,166.93,4.54
1322.9,22.5,373,True,166.93,4.54
1322.95,23.75,373,True,166.93,4.54
1323.0,25.0,373,True,166.93,4.54
1323.05,26.25,373,True,166.92,4.54
1323.1,27.5,373,True,166.92,4.54
1323.15,28.75,373,True,166.92,4.54
1323.2,30.0,373,True,166.92,4.54
1323.25,31.25,373,True,166.92,4.54
1323.3,32.5,373,True,166.92,4.54
1323.35,33.75,373,True,166.92,4.54
1323.4,35.0,373,True,166.91,4.54
1323.45,36.25,373,True,166.91,4.54
1323.5,37.5,373,True,166.91,4.54
1323.55,38.75,373,True,166.91,4.54
1323.6,40.0,373,True,166.91,4.54
1323.65,41.25,373,True,166.91,4.54
1323.7,42.5,373,True,166.91,4.54
1323.75,43.75,373,True,166.91,4.54
1323.8,45.0,373,True,166.91,4.54
1323.85,46.25,373,True,166.9,4.54
1323.9,47.5,373,True,166.9,4.54
1323.95,48.75,373,True,166.9,4.54
1324.0,50.0,373,True,166.9,4.54
1324.05,51.25,373,True,166.9,4.54
1324.1,52.5,373,True,166.9,4.54
1324.15,53.75,373,True,166.9,4.54
1324.2,55.0,373,True,166.89,4.54
1324.25,56.25,373,True,166.89,4.54
1324.3,57.5,373,True,166.89,4.55
1324.35,58.75,373,True,166.89,4.55
1324.4,60.0,373,True,166.89,4.55
1324.45,61.25,373,True,166.89,4.55
1324.5,62.5,373,True,166.89,4.55
1324.55,63.75,373,True,166.89,4.55
1324.6,65.0,373,True,166.88,4.55
1324.65,66.25,373,True,166.88,4.55
1324.7,67.5,373,True,166.88,4.55
1324.75,68.75,373,True,166.88,4.55
1324.8,70.0,373,True,166.88,4.55
1324.85,71.25,373,True,166.88,4.55
1324.9,72.5,373,True,166.88,4.55
1324.95,73.75,373,True,166.88,4.55
1325.0,75.0,373,True,166.88,4.55
1325.05,76.25,373,True,166.87,4.55
1325.1,77.5,373,True,166.87,4.55
1325.15,78.75,373,True,166.87,4.55
1325.2,80.0,373,True,166.87,4.55
1325.25,81.25,373,True,166.87,4.55
1325.3,82.5,373,True,166.87,4.55
1325.35,83.75,373,True,166.87,4.55
1325.4,85.0,373,True,166.87,4.55
1325.45,86.25,373,True,166.86,4.55
1325.5,87.5,373,True,166.86,4.55
1325.55,88.75,373,True,166.86,4.55
1325.6,90.0,373,True,166.86,4.55
1325.65,91.25,373,True,166.86,4.55
1325.7,92.5,373,True,166.86,4.55
1325.75,93.75,373,True,166.86,4.55
1325.8,95.0,373,True,166.85,4.55
1325.85,96.25,373,True,166.85,4.55
1325.9,97.5,373,True,166.85,4.55
1325.95,98.75,373,True,166.85,4.55
1326.0,0,381,False,166.85,4.55
1326.05,0,381,False,166.85,4.55
1326.1,0,381,False,166.85,4.55
1326.15,0,381,False,166.85,4.55
1326.2,0,381,False,166.84,4.55
1326.25,0,381,False,166.84,4.55
1326.3,0,381,False,166.84,4.55
1326.35,0,381,False,166.84,4.55
1326.4,0,381,False,166.84,4.55
1326.45,0,381,False,166.84,4.55
1326.5,0,381,False,166.84,4.55
1326.55,0,381,False,166.84,4.55
1326.6,0,381,False,166.84,4.55
1326.65,0,381,False,166.83,4.55
1326.7,0,381,False,166.83,4.55
1326.75,0,381,False,166.83,4.55
1326.8,0,381,False,166.83,4.55
1326.85,0,381,False,166.83,4.55
1326.9,0,381,False,166.83,4.55
1326.95,0,381,False,166.83,4.55
1327.0,0,381,False,166.82,4.55
1327.05,0,381,False,166.82,4.55
1327.1,0,381,False,166.82,4.55
1327.15,0,381,False,166.82,4.55
1327.2,0,381,False,166.82,4.55
1327.25,0,381,False,166.82,4.55
1327.3,0,381,False,166.82,4.55
1327.35,0,381,False,166.82,4.55
1327.4,0,381,False,166.81,4.55
1327.45,0,381,False,166.81,4.55
1327.5,0,381,False,166.81,4.55
1327.55,0,381,False,166.81,4.55
1327.6,0,381,False,166.81,4.55
1327.65,0,381,False,166.81,4.55
1327.7,0,381,False,166.81,4.55
1327.75,0,381,False,166.81,4.55
1327.8,0,381,False,166.81,4.55
1327.85,0,381,False,166.8,4.55
1327.9,0,381,False,166.8,4.55
1327.95,0,381,False,166.8,4.55
1328.0,0.0,381,True,166.8,4.55
1328.05,1.25,381,True,166.8,4.55
1328.1,2.5,381,True,166.8,4.55
1328.15,3.75,381,True,166.8,4.55
1328.2,5.0,381,True,166.8,4.55
1328.25,6.25,381,True,166.79,4.55
1328.3,7.5,381,True,166.79,4.55
1328.35,8.75,381,True,166.79,4.55
1328.4,10.0,381,True,166.79,4.55
1328.45,11.25,381,True,166.79,4.55
1328.5,12.5,381,True,166.79,4.55
1328.55,13.75,381,True,166.79,4.55
1328.6,15.0,381,True,166.78,4.55
1328.65,16.25,381,True,166.78,4.55
1328.7,17.5,381,True,166.78,4.55
1328.75,18.75,381,True,166.78,4.55
1328.8,20.0,381,True,166.78,4.55
1328.85,21.25,381,True,166.78,4.55
1328.9,22.5,381,True,166.78,4.55
1328.95,23.75,381,True,166.78,4.55
1329.0,25.0,381,True,166.78,4.55
1329.05,26.25,381,True,166.77,4.55
1329.1,27.5,381,True,166.77,4.55
1329.15,28.75,381,True,166.77,4.55
1329.2,30.0,381,True,166.77,4.55
1329.25,31.25,381,True,166.77,4.55
1329.3,32.5,381,True,166.77,4.55
1329.35,33.75,381,True,166.77,4.55
1329.4,35.0,381,True,166.76,4.55
1329.45,36.25,381,True,166.76,4.55
1329.5,37.5,381,True,166.76,4.55
1329.55,38.75,381,True,166.76,4.55
1329.6,40.0,381,True,166.76,4.55
1329.65,41.25,381,True,166.76,4.55
1329.7,42.5,381,True,166.76,4.55
1329.75,43.75,381,True,166.76,4.55
1329.8,45.0,381,True,166.75,4.55
1329.85,46.25,381,True,166.75,4.55
1329.9,47.5,381,True,166.75,4.55
1329.95,48.75,381,True,166.75,4.55
1330.0,50.0,381,True,166.75,4.55
1330.05,51.25,381,True,166.75,4.55
1330.1,52.5,381,True,166.75,4.55
1330.15,53.75,381,True,166.75,4.55
1330.2,55.0,381,True,166.75,4.55
1330.25,56.25,381,True,166.74,4.55
1330.3,57.5,381,True,166.74,4.55
1330.35,58.75,381,True,166.74,4.55
1330.4,60.0,381,True,166.74,4.55
1330.45,61.25,381,True,166.74,4.55
1330.5,62.5,381,True,166.74,4.55
1330.55,63.75,381,True,166.74,4.55
1330.6,65.0,381,True,166.74,4.55
1330.65,66.25,381,True,166.73,4.55
1330.7,67.5,381,True,166.73,4.55
1330.75,68.75,381,True,166.73,4.55
1330.8,70.0,381,True,166.73,4.55
1330.85,71.25,381,True,166.73,4.55
1330.9,72.5,381,True,166.73,4.55
1330.95,73.75,381,True,166.73,4.55
1331.0,75.0,381,True,166.72,4.55
1331.05,76.25,381,True,166.72,4.55
1331.1,77.5,381,True,166.72,4.55
1331.15,78.75,381,True,166.72,4.55
1331.2,80.0,381,True,166.72,4.55
1331.25,81.25,381,True,166.72,4.55
1331.3,82.5,381,True,166.72,4.55
1331.35,83.75,381,True,166.72,4.55
1331.4,85.0,381,True,166.72,4.55
1331.45,86.25,381,True,166.71,4.55
1331.5,87.5,381,True,166.71,4.55
1331.55,88.75,381,True,166.71,4.55
1331.6,90.0,381,True,166.71,4.55
1331.65,91.25,381,True,166.71,4.55
1331.7,92.5,381,True,166.71,4.55
1331.75,93.75,381,True,166.71,4.55
1331.8,95.0,381,True,166.7,4.55
1331.85,96.25,381,True,166.7,4.55
